,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
319,Data Analyst,$38K-$110K (Glassdoor est.),"Role: Data Analyst
Location: Urbana, MD
Duration: 12+ Months
Interview: 2 rounds of Video


Responsibilities:
â Work with senior management, technical and client teams in order to determine data requirements, business data implementation approaches, best practices for advanced data manipulation, storage and analysis strategies
â Pull data from databases using queries for complex data relationships
â Analyze data with aggregations and basic statistics
â Compile results into a coherent story
â Present results to managers
â Document how the analysis was done and the results
â Create Source to Target mapping documents using standard templates

Required Experience and Qualifications
Required Skills:
â Very strong SQL knowledge
â Knowledge of ETL processes
â Understand how to read and use XML, JSON
â Understand AWS (S3, RDS, Lambda) concepts
â Working with Jira
â Strong troubleshooting and problem-solving skills
â Ability to tell a story with the results of an analysis

Preferred skills and Nice to have:
â Tableau dashboard development to Develop dashboards for ongoing reporting
â Bitbucket
â Python scripting
â AWS certification
â Mortgage industry experience

Required Skills (top 3 non-negotiables):
1. SQL
2. ETL Processes
3. Understanding of AWS concepts",5.0,"Alliance Global Tech Inc.
5.0","Frederick, MD","Melville, NY",1 to 50 employees,2013,Company - Private,-1,-1,$25 to $50 million (USD),-1
320,Data Analyst,$38K-$110K (Glassdoor est.),"Software Guidance & Assistance, Inc., (SGA), is searching for an Data Analyst for a Contract assignment with one of our premier Pharmaceutical Services clients in Irvine, CA.

Responsibilities:
Under general supervision, the Reporting Analyst is responsible for designing, creating and verifying data reports, metrics and visualizations of post market surveillance and sales data.
The work product supports management reviews and regulatory submissions, as well as other diverse areas of the business.
The work will be supervised by more senior Reporting Analyst staff. At the onset, the Analyst will work with portions of the report.
This will involve work with advanced Excel concepts, as well as routine formatting of reports.
The Analyst will also work with pulling data and constructing reports in Business Objects from various data warehouses.
The Analyst works in a highly collaborative manner, principally in conjunction with Reporting Analyst and Quality Engineers.
They document workflow, status, appropriate verification and approvals of reports.
The Analyst supports creation of aggregate safety reports and presentations for various management reviews, including investigating safety signals, including use of statistical technique.
The Analyst uses a wide variety of tools, especially Business Objects family of applications, advanced spreadsheet work and statistical packages, under the supervision of Reporting analyst to complete reports and document the associated workflow.
Supports reporting analyst in preparation of data reports. This includes constructing reports and queries in Business Objects and using the data in Excel to generated reports. The Analyst will initially work with just portions of reports and as they gain experience, will work on larger portions of the entire reporting process.
Creates ad-hoc reports on post market and risk management data in support of Requests for Information from world-wide Health Authorities (such as FDA, MOH, etc.).
Participates in verification of reports and responses to regulatory authorities related to post-market data. Provides tracking and status.
Ensures appropriate distribution, and archival of completed reports.
Depending on the intersection of business need and the successful candidate's aptitudes and skill sets, other non-routine duties will be assigned.
Required Skills:
Bachelor's degree in 'hard science' plus one year of experience
Knowledge of Quality System Regulations is highly desirable.
Experience with Excel, beyond the basics. Should be adept with formula including conditionals, nesting of functions (functions within more complicated functions), pivot tables, construction of graphs and formatting. (this is the most important skill)
Knowledge of Business Objects highly preferred. Experience in related systems would be helpful.
General knowledge of relational databases or data warehouses highly desired.
Advanced math aptitude is ideal but not required.
Experience in any of the following highly desirable but not required
R Statistical Language and programming environment
Analytics platforms such as Tableau, SpotFire or QlikView, etc.
Oracle databases (or other major database systems such as SQL, etc.)
Other reporting systems for data warehouses or databases.
Strong organizational skills, with an attention to detail.
Ability to adapt in a fast paced and changing environment.
Effective written and verbal communication skills, including strong collaboration skills:
Ability to work under pressure in order to meet tight deadlines.
Strong interpersonal skills.
Ability to successfully function in multi-functional team environment.
Preferred Skills:
Understanding Medical Device or Pharma regulations.
Statistical skills, including the application of appropriate statistical techniques.
SGA is a Certified Women's Business Enterprise (WBE) celebrating over thirty years of service to our national client base for both permanent placement and consulting opportunities. For consulting positions, we offer a variety of benefit options including but not limited to health & dental insurance, paid vacation, timely payment via direct deposit. SGA accepts transfers of H1 sponsorship for most contracting roles. We are unable to sponsor for Right-to-Hire, Fulltime, or Government roles. All parties authorized to work in the US are encouraged to apply for all roles. Only those authorized to work for government entities will be considered for government roles. Please inquire about our referral program if you would like to submit a candidate for any of our open or future job opportunities. SGA is an EEO employer. We encourage Veterans to apply. To view all of our available job postings and/or to learn more about SGA please visit us online at www.sgainc.com.",-1,SGA Inc.,"Irvine, CA","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1
321,Data Analyst,$38K-$110K (Glassdoor est.),"As we navigate through these unprecedented times, MCM’s focus continues to be our commitment to our Consumers and Employees. Over the past couple of weeks our teams have worked diligently to ensure wherever possible our employees were able to move to 100% remote work and our Consumers were still supported.

MCM continues to hire in areas which aid in the support of our Consumers and Employees. We have also leveraged our digital capabilities to continue to provide a great recruiting experience. As an applicant, you may be asked to complete a phone screen, or a virtual interview and our Recruiting Team is committed to supporting any questions you may have throughout the Interview process.

Now more than ever, we have a high demand for goal-driven, motivated individuals to join our team.

The Data Analyst is primarily responsible for using data extraction tools, largely Excel, SQL, and Python to perform in-depth analysis of programs and opportunities in the business. The Data Analyst will make recommendations to improve the operational processes based on their analysis and may design strategies to implement those recommendations. The analyst will then coordinate with other stakeholders to ensure the implementations meet the needs of the business. The primary area of focus for the data analyst is working with data related to Encore Advantage’s customers and tailoring strategies to best serve them.

The position is also responsible for creating and monitoring reports to identify trends, issues and opportunities.

Responsibilities:
Create and monitor reports to identify issues, trends, and opportunities.
Extract and analyze data to support business initiatives (e.g. profitability, performance and variance analysis).
Recommend improvements related to business profitability or processes.
Collaborate with relevant stakeholders to design and execute new strategies
Qualifications:

Required: Bachelor; Quantitative field",3.2,"Encore Capital Group
3.2","San Diego, CA","San Diego, CA",5001 to 10000 employees,1953,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),"PRA Group, PRA Group (Canada)"
322,Content Analyst/Data BA-Bus/Tech Strategy - Investment Bank,$38K-$110K (Glassdoor est.),"Our client, a leading global financial services company, has approximately 200 million customer accounts and does business in more than 140 countries. They provide consumers, corporations, governments and institutions with financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management.

Description:
Content & Data Business Analyst- must have the presentations, strategy definition and business/tech content creation skills- big data is a plus.

Resumes that include a sample is HIGHLY preferred.
Experienced in presenting Business & Tech strategy in the financial services domain or financial firms
Specialize in the development of product based material and convert Technology delivery into Business value-add material
Convert technical documentation and jargon into business material
Create powerful business documentation on all its innovations, technology synergies, and technology improvements, and enhancements, technology team product collaterals, comprehensive manuals, SharePoint content, demo videos, and much more.
PowerPoint presentations covering Technical and functional flows, Senior level management reporting, Program, and Project level updates, solution concepts, process documents, architectural flows and many more, Product Introductions, Success Stories-Case Studies, Technical Editing-Proofreading, Technical Manuals: Hardware & Software Installation Guides, Administrator Guides, User Guides, White Papers on Technology Innovations and Support, Product features summaries, competitive analysis with internal and external technology offerings and products
Brochures, Technology Product Overviews, Newsletters, Training guides, Demonstration Scripts
Ability to multi-task numerous duties efficiently
Demonstrated capabilities in data collection and reporting
Ability to effectively influence peers, business partners, vendors and employees at all levels
Proven ability to anticipate and identify emerging trends in how people communicate
Evaluating large volumes of summary- or detail-level data from varying sources and present actionable feedback about the findings to management and other project stakeholders using both well-established and creative techniques to analyze data and make recommendations
Seeking to understand and resolve issues; employing reasoning and good judgment; remaining objective and solution oriented. - Managing stakeholders and communicating effectively
Demonstrate high individual performance; desire to work as a cohesive team. Ability to manage several independent tasks with limited direction, and the ability to maintain a strong commitment to a global team
Demonstrate critical thinking skills, solid problem solving skills and excellent oral and written communication skills - Proficiency with Microsoft Office suite required. Proficiency with web based systems such as SharePoint preferred.
Preferred Technical Skills:
PC Software: POWERPOINT, MS Office Suite, MS Visio, MS Project, MS SharePoint
DB Applications: MS Access and Oracle
Business Intelligence Exposure : Business Objects, Knowledge of Data Management & Data Warehouse, QlikView, Tableau
Any Data Modeling, and collaboration Tools
141508

Please see our complete list of jobs at:
www.rmscorp.com",3.6,"RMS Computer
3.6","Jersey City, NJ","New York, NY",201 to 500 employees,1985,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
323,Data Analyst,$38K-$110K (Glassdoor est.),"Job Description
Advantage Staffing is currently recruiting for data entry clerks for a fuel management company in the Acadiana area.
Must have very accurate data entry
Must be proficient in Microsoft Excel
Will be transferring information and data from one spreadsheet to another
Must be able to work long hours and weekends as needed
Position will pay $12/hr. plus overtime. Great opportunity to become a permanent employee with this company depending on performance.

About Advantage Resourcing

Advantage Resourcing makes all employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, ancestry, medical condition, age, marital status, national origin, citizen status, political affiliation, union membership, genetic information, physical or mental disability, veteran status, denial of medical or family leave, pregnancy or pregnancy disability leave or any other protected group status as defined by federal, state or local law. We will provide reasonable accommodations throughout the application or interviewing process. If you require a reasonable accommodation, contact us. Advantage Resourcing is an E-verify employer.
Company Description
Let’s find your next job – together. Whether you’re looking for temporary work or a direct-hire job, Advantage Resourcing will connect you to an opportunity that closely matches your interests and skills. Advantage Resourcing is a proud member of Staffmark Group, an award-winning family of staffing brands with a national network of 450+ offices. We connect over 250,000 people to jobs each year, and we’re ready to put this expertise to work for you! Learn more at www.advantageresourcing.com.",2.9,"Advantage Resourcing
2.9","Broussard, LA","Cincinnati, OH",10000+ employees,1969,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),"Randstad US, Robert Half, Allegis Group"
324,Data Analyst,$38K-$110K (Glassdoor est.),"EP Wealth Advisors, LLC (“EPWA”) is an investment management, financial planning and wealth advisory firm with over $5 Billion in AUM (as of June 30, 2019). EPWA fosters an inclusive environment that offers opportunities for our associates to learn, grow and enhance their skills to take on new challenges to progress in their professional careers. Our Torrance office is looking for a Data Analyst which is a new role in the company. The Data Analyst is a new role responsible for gathering, developing and analyzing business intelligence (BI) data from multiple data applications to help the firm make informed business decisions. This position will be tasked with helping guide the development of reporting and analytics across the firm to enhance our data reporting capabilities. Our ideal candidate will be analytically minded, fluid in manipulating and reporting on business and operational data, and bring experience working within data infrastructure. You will also analyze information obtained via our M&A integration process and ensure accurate revenue tracking, in addition to working to build new reporting metrics to support the continued growth of the business You will join a team of dynamic, collaborative, and client-focused professionals who are focused on delivering on our founding core values: Integrity, Entrepreneurial, Excellence and Community.

Duties and Responsibilities
Work to develop, maintain and analyze reports, dashboards and internal scorecards within Tableau application
Partner with management to define, develop and update reports and dashboards (BI) showing metrics and KPIs representing different business lines and offices
Identify, design, and implement internal data process improvements to include data infrastructure, automation, and optimization to provide firm scalability
Leverage, build and maintain data APIs to connect external business applications to firm’s business intelligence (BI) reporting application
Work collaboratively with internal departments to evaluate data reporting needs and assist with development of specific reporting requirements
Own acquisition billing compare exercise which entails reviewing selling firm client contracts against revenue received; identify and report on discrepancies and recommend process improvements as needed
Perform additional functions, duties and specific tasks of a similar nature and scope as necessary in order to support firm reporting priorities
Qualifications
Bachelor's degree required (preferably Business, Economics, Accounting, Finance or STEM)
1 – 3+ years of experience in a data analytics, business intelligence and/or financial reporting role (experience with financial services firm preferred)
Intermediate to advanced knowledge of SQL and database management tools
Experience working with Salesforce and Tableau highly desired
Demonstrated proficiency using Microsoft Office Suite (Outlook, Word, PowerPoint) with advanced Excel skills required
Ability to demonstrate flexibility and adaptability in an environment with rapidly changing business and technology needs
Strong interpersonal skills, presentation skills with the ability to work well within a team-based, collaborative environment
Job Type: Full-time

Experience:
financial services firm: 1 year (Preferred)
data analytics, business intelligence or financial report: 2 years (Preferred)
Education:
Bachelor's (Preferred)",4.8,"EP Wealth Advisors
4.8","Torrance, CA","Torrance, CA",1 to 50 employees,-1,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
325,Data Analyst,$38K-$110K (Glassdoor est.),"+ Requisition no: 507507 + Work Type: Full Time + Location: Campus|Medical Center + School/Department: null + Categories: Research (Lab and Non-Lab) + Job Type: Officer of Administration + Regular/Temporary: Regular + Hours Per Week: 35 + Salary Range: Commensurate with experience Position Summary The Department of Epidemiology in the Mailman School of Public Health seeks an experienced quantitative Data Analyst to provide data management and conduct analysis of several ongoing projects, including mathematical simulations, complex survey research, and longitudinal cohort designs. Ongoing projects involve psychiatric and substance use epidemiology with a specific focus on social determinants of health; a candidate with an interest in these areas of health is preferred. The successful candidate will have experience analyzing data, and proficiency in SAS, Stata, R, and MPLUS. The candidate will be involved in conducting structural equation modeling, machine learning algorithms, and regression. Experience with longitudinal data analysis (e.g., survival analysis and other time-to-event procedures, trajectory analysis) and latent variable modeling (e.g., factor analysis) is essential. She/he/they will provide assistance with preparation of reports and papers for publication; assistance with developing related grant proposals and research protocols to extend the scope of the project; and other support as required. Responsibilities + Data analysis -30% + Data cleaning - 30% + Assistance (data analysis and visualization) with publications and posters -35% + Other related duties as assigned - 5% Minimum Qualifications + A bachelor's degree or equivalent in education and experience, and at least two years of related experience. + A master's degree or equivalent in training, education, and/ or experience. Preferred Qualifications + Work experience in psychiatric epidemiology. + Experience with quantitative data management and analysis. + The ability to work with large teams of investigators. + Proficiency in SAS, Stata, R is essential. + Excellent written and oral communication skills and be detail oriented. + High-level interpersonal and organizational skills. Equal Opportunity Employer / Disability / Veteran Columbia University is committed to the hiring of qualified local residents.",4.0,"Columbia University
4.0","New York, NY","New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1
326,Data Analyst,$38K-$110K (Glassdoor est.),"About Capgemini:
A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion (about $15.6 billion USD at 2018 average rate).

Visit us at www.capgemini.com. People matter, results count.
Job Description:
Job Title: Data Analyst
Job Location: Chicago/New York (Must be open to Relocation)

Job Function:
You will be working with Capgemini’s Banking and Insurance clients for developing, testing and maintaining business applications after initial 4-week training program.
During the training program, you will be trained to enhance your relevant programming, delivery and consultative skills to be successful in your role.
During your tenure, you’ll be working on our client projects in financial services industry on challenging projects that have the potential to change the way we trade.
You’ll work closely with a mentor who will provide guidance, growth opportunities, and genuine feedback.
We provide an ideal opportunity for bright engineering-savvy minds to put their talents to the test in real-world applications.
Qualifications:
Bachelor’s degree in Engineering, Computer Science, Information Systems, Data Science or related field
Good customer facing and business communication skills
Knowledge of SQL, Unix, SAS, R, Hive, Python, Scala, Spark in a big data environment to build, test, evaluate, and maintain robust data analysis and models (experience with machine learning tools, and /or Open Source tools such as R and Python required)
Exposure to implementing statistical models
Conduct data analysis and predictive analysis to meet client needs
Reverse-engineer implemented solutions to understand the client problem and resolve client challenges
Identifying innovative ideas and proof of concepts to deliver against the existing and future needs of our customers
Implement new, highly scalable platform components and tools leveraging machine learning and deep learning models to analyze real-world problems
Responsible for data analysis and modeling to generate business insights
Utilize historical trends and predictive models to forecast outcomes
Drill down into the data to find root causes of trends and understands such trends
Draw conclusions by making recommendations for developing or modifying analysis strategies with little or no supervision
Generate ad-hoc reports and continue enhancing standard reports
Strong team player with organizational and interpersonal skills
Aptitude for analytical concepts and great attitude & work ethic
Ability to work with leadership and clients
US Citizen or Permanent Resident
What we offer:
Your career matters to you and is important to us too. Because your goals and needs are constantly evolving, we offer visibility, leeway and support to help you grow and progress in your career. This approach builds notably on our comprehensive competency framework, our personal development, training and career management programs, and our University innovative and business-focused learning curriculums.
We promote a culture of diversity. We believe working with talented individuals from different backgrounds and points of view is a strategic advantage and an ongoing opportunity. Diversity enriches our creative solutions and adds value for our clients.
With the digital tech sector growing at a rapid pace and women significantly underrepresented in the industry, we are determined to inspire and recruit more women into technology and build diverse teams that reflect the clients we serve.
Our Shared values have been at the heart of the group since our formation. They are honesty, boldness, trust, freedom, team spirit, modesty and fun. These values influence the way we meet client needs while respecting the regulatory requirements of each country in which we operate, and the way we promote ethically sound practices within Capgemini and in our partnerships.
Capgemini is committed to building a workforce of employees with diverse backgrounds and work experiences. We strongly encourage women, veterans and active military service personnel to apply.
Disclaimer:
Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.
This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.
Click the following link for more information on your rights as an Applicant - http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law
Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.",3.8,"Capgemini
3.8","New York, NY","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria"
327,Data Analyst II (Healthcare Analytics),$38K-$110K (Glassdoor est.),"Position Purpose:
Interpret and analyze data from multiple sources including claims, provider, member, and encounters data. Identify and assess the business impact of trends
Develop, execute, maintain, and troubleshoot complex scripts and reports developed using SQL, Microsoft Excel, or other analytics tools
Support execution of large-scale projects with limited direction from leadership
Identify and perform root-cause analysis of data irregularities and present findings and proposed solutions to leadership and/or customers
Manage multiple, variable tasks and data review processes with limited supervision within targeted timelines and thrive in a demanding, quickly changing environment
Support the design, testing, and implementation of process enhancements and identify opportunities for automation
Apply expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how customers interact with analytic products
Support multiple functions and levels of the organization and effectively, both verbally and visually, communicate findings and insights to non-technical business partners
Independently engage with customers and business partners to gather requirements and validate results
Communicate and present data-driven insights and recommendations to both internal and external stakeholders, soliciting and incorporating feedback when required
The Data Analyst (Healthcare Analytics) will have the opportunity to make a significant impact through the discovery, development, and implementation of leading-edge analytics that answer important business questions. The analyst will collaborate with key corporate and health plan business partners for the purpose of identifying and delivering robust reporting and analytics capabilities to drive improved business performance.

Education/Experience:
Bachelors degree in business, economics, statistics, mathematics, actuarial science, public health, health informatics, healthcare administration, finance or related field or equivalent experience. 2+ years of experience working with large databases, data verification, and data management, or 1+ years IT experience. Healthcare analytics experience preferred. Knowledge of query development of basic to moderate complexity using SQL or other coding languages. Knowledge of basic statistical, analytical, or data mining techniques including basic data modeling, trend analysis, and root-cause analysis preferred. Working knowledge of analytical tools, including R, Python, SAS, ArcGIS, QGIS, Microstrategy, Tableau, Hadoop, or related tools preferred. Working knowledge of relational databases preferred. Working knowledge of automation capabilities such as batch processes, stored procedures, scripting languages, Microstrategy, or other tools preferred.

Fraud, Waste & Abuse
Experience in fraud/waste/abuse identification and investigation, provider billing, or clinical coding preferred; Experience with data mining, machine learning, artificial intelligence, or statistical modeling preferred

Centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law.",3.2,"Centene
3.2","Clayton, MO","Saint Louis, MO",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1
328,Data Analyst,$38K-$110K (Glassdoor est.),"This position supports analysis of complex, multi-organizational clinical and financial data to assess quality, cost, and access outcomes and various supporting healthcare practice patterns. This positions supports holistic analysis across health system and independent provider services. Technical experience with SQL, coding and in one or more languages, database architecture principles, and business intelligence tools are required. A Master's degree in Health Information Technology, Computer Science, Statistics, Business or a related discipline is preferred; a Bachelor's Degree is required combined with 3-5 years of experience delivering credible and timely analysis.

Job Posted by ApplicantPro",3.3,"Cayuga Medical Center
3.3","Ithaca, NY","Ithaca, NY",1001 to 5000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
329,Data Analyst,$38K-$110K (Glassdoor est.),"????????????????????????Hi Folks ,

Greetings from Logic Planet,

We are pleased t introduce you Logic Planet as a leading recruitment and staffing company,

Regarding I have an exciting new opportunity???s that I wanted to share with you and your network. Our top client, located San Jose, CA is currently seekingData Analyst Joins their organization. I have included a complete job description below in case you or someone you know might be interested in learning more


Job Title: Data Analyst
Location: San Jose, CA 95101
Work Authorizations: Authorized to Work, Citizen, Green Card, H4-EAD,
Position Type: Full Time
No: of Positions: 1
Duration: 6 + months

Job Description:

??? Define, measure and track key metrics to guide execution across multiple teams in the org
??? Build dashboards and reports for teams and business leaders and stakeholders to promote transparency and enable smart decisions
??? Build qualitative and quantitative models to deepen understanding of platform operational performance, and predict potential delivery risks
??? Leverage analytics to drive process improvement
??? Communicate in clear and concise manner for actionable changes focused on improving velocity, predictability, and efficiency

Qualifications :

??? 7+ years' experience in data analysis within tech industry

??? Technical expertise in data modeling, system and data base design development, and data mining techniques

??? Proficient in writing SQL queries on SQL Server, MySQL , Oracle.

??? Strong experience working on Business Intelligence tools: Power BI is a MUST, Tableau desired.

??? Need to have experience in creating calculated measures and columns with DAX in Power BI Desktop. (Aggregate, Date, Logical, String, Level of Detail etc)

??? Expert in setting up the necessary connection details and scheduling reports on Power BI Report Server, providing row level security, creating bookmarks etc.
??? Strong knowledge of programming/scripting language highly desirable
??? Strong analytical skills and detail oriented: ability to get to the root cause of problems and devise an analytical approach to reach actionable answers

Regards,

Vinay

Logic Planet Inc
4525 Route 27,Princeton, NJ 08540

Ph: 732 512 0009 Ext: 134 Direct : 609 256 4342
Email: vinay@logicplanet.com | www.logicplanet.com

Certified Minority Women Based Enterprise

18 years in IT. 300 employees. $30M in revenues",3.1,"Logic Planet
3.1","San Jose, CA","Princeton, NJ",201 to 500 employees,-1,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
330,Data Analyst,$80K-$106K (Glassdoor est.),"ABOUT 605

605 is an independent TV measurement and analytics firm that offers advertising and content measurement, full-funnel attribution, media planning, optimization and analytical solutions. Comprised of engineers, analysts, data scientists, media experts and marketing strategists, 605 forges new paths using groundbreaking innovations that set industry standards for audience targeting and measurement.

Purpose of this role is to support the data lifecycle of 605 datasets throughout the organization.

Role and Responsibilities
Provide level 1 and level 2 support for user inquiries and issues related to 605 datasets.
Liaise between users and providers of 605 datasets.
Ensure that Service Level Agreements (SLAs) and Support Key Performance Indicators (KPIs) are met across all 605 datasets.
Responsible for identifying and tracking data quality issues associated with key 605 datasets.
Engage engineering teams and vendors when necessary to resolve inquiries and issues associated with 605 datasets.
Notify impacted stakeholders of critical issues effecting the timely delivery or the quality of 605 datasets.
Provide product owners and stakeholders with timely updates on pending issues.
Define processes and tools (including dashboards) to support and enhance the service management of 605 datasets.
Produce/Develop dashboards and reporting that provide an optimized visualization of the status across all 605 datasets.
Work closely with development teams, product owners and stakeholders to insure the highest level of customer support and satisfaction.
Provide insights on the impact of viewership trends from real-world events.
Requirements
Experience in working with data extracts and data analysis.
Experience with data visualization and developing dashboards required. Knowledge developing in SQL, Tableau and/or Splunk highly preferred.
Experience in QC and troubleshooting customer facing applications.
Excellent customer facing communication skills.
Knowledge and experience in Agile/SCRUM environments along with associated tools including JIRA and Confluence.
Bachelor's degree or Associates degree with commensurate experience.
Team player attitude a must.
Ability to self-lead and manage.
Strong passion and experience in the US television and advertising industries.
Ability to “tell a story” by analyzing trends and abnormalities in the 605 data sets.
QC experience and attention to detail.
Excellent ability to build customer relationships and resolve complex issues.
Application/software development preferred but not required.
Benefits
Comprehensive health and dental insurance for employees and their families
Life insurance
401k with match, eligible for match after one year
Pre-tax flexible compensation plan for medical, transit, parking or dependent care expenses
PTO & Sick days—if you’re sick, you stay home
Work-from-home Fridays
A kitchen stocked with sodas, snacks, yogurt and other goodies
A tight-knit startup community who likes to eat! We celebrate everyone’s birthdays, have frequent team lunches, and do events in and out of the office
605 is an active participant in conferences
We're looking for engineers with broad and deep skill sets and experiences to help move us forward. We want self-starters who will bring distinctive expertise but who are excited to step outside their comfort zone and learn new skills. If you’re eager to pick up new languages, paradigms, and technologies, we want to talk.

EEO STATEMENT

At 605, we’re just as passionate about diversity as we are about pioneering the field of TV data analytics. We are committed to cultivating an environment of mutual respect and equal opportunity. All hiring and advancement decisions are made on the basis of qualification, merit, and business need.",5.0,"605
5.0","Syosset, NY","New York, NY",51 to 200 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
331,SQL Data Analyst,$80K-$106K (Glassdoor est.),"RESPONSIBILITIES:

A Kforce client is seeking multiple SQL Data Analysts for a project in San Antonio, Texas (TX).

Summary:
The team works closely with auto lending subject matter experts, remediation leads, data quality experts, and other team members. The team is passionate about providing the best quality data possible to best remediate harmed customers. The position is supporting Customer Remediations and will dig deep into the auto lending data sources to find the customer harm. You will write documentation, query data, and provide final data populations which support specific customer remediations.

REQUIREMENTS:
4+ years of coding experience with SQL to query data
Extensive knowledge and understanding of research and analysis
Strong analytical skills with high attention to detail and accuracy
Excellent verbal, written, and interpersonal communication skills
An ideal resource loves working with data
Hates repetitive, mundane, tedious work to such a degree that automation is the only way to go
Strong in coding in one or more of the following: Python, SAS, SQL
Creative in solving problems, especially thinking outside-the-box to come up with solutions
Has the flexibility to follow team procedures, yet also has the courage to suggest improvements
Is an excellent juggler, especially if you can keep cool under pressure while multitasking
Start your career off on the right foot with one of 'America's Top 500 Companies', as awarded by Forbes. Our client is known as a place where people feel included, valued, supported and respected. Innovative thinking and industry-leading technology allow their associates to thrive and grow in their careers. And with a priority placed on their culture and company principles, their commitment to diversity, ethics and the communities in which they operate is their driving force.

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",4.1,"Kforce
4.1","San Antonio, TX","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1
