,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
165,Senior Scientist - Biostatistician,$67K-$109K (Glassdoor est.),"British American Tobacco
Reynolds American Incorporated is positively transforming the tobacco industry. We’re a family of companies that strives for success in everything we do. The future inspires us because our people are igniting the breakthroughs that are redefining the ways adult tobacco consumers enjoy tobacco in the 21st century.

When other companies talk about growth, they only talk about size. At Reynolds American, we focus on the growth of our people. We take pride in each other’s growth and well-being throughout our careers. We invest in your career and total well-being because we know our companies succeed when our people thrive.

ABOUT OUR ORGANIZATION:

Reynolds American Inc. is an indirect, wholly owned subsidiary of British American Tobacco p.l.c., and the U.S. parent company of R. J. Reynolds Tobacco Company; Santa Fe Natural Tobacco Company, Inc.; American Snuff Company, LLC; Niconovum USA, Inc.; Niconovum AB; R. J. Reynolds Vapor Company; Lorillard Licensing Company, LLC; and Reynolds Brands, Inc.. This position is with RAI Services Company (2200).

Here, you’ll have the opportunity to work on iconic brands and revolutionary products by collaborating with visionary, principled and passionate people every day.

S&RA is currently seeking a qualified Senior Scientist - Biostatistician to support our clinical studies, biomarker research, product and process development, and regulatory projects. The successful candidate will be expected to work collaboratively with various internal and external groups/clients to provide broad statistical support and to manage multiple projects to ensure timelines are met. This position also offers opportunities for acquiring new skills, engaging with regulatory agency (FDA/CTP), publishing research findings, mentoring young scientists and professional growth.

Principal Duties & Responsibilities:
Collaborate with clients to design experiments, develop and review study protocol, statistical analysis plan, and data collection tools, and determine appropriate sample sizes.
Select appropriate statistical approaches and conduct statistical analyses to meet client and/or regulatory requirements. Develop and/or review tables, listings, figures (TLF) and study reports.
Communicate analysis results via written reports, oral presentations, and meetings with key stakeholders. Participate in abstract, poster, or journal article writing.
Work cooperatively with other statisticians and regulatory submission specialists to address regulatory and project-related statistical issues.
Job Requirements:
Education / Experience: Master’s degree with 1+ year relevant experience or PhD degree in statistics, biostatistics, epidemiology, or closely related discipline.

Required Skills:
Proficient in statistical software (SAS, R, etc.) for data analysis (SAS preferred).
Effective oral and written communication skills including technical writing skills.
Ability to successfully manage multiple tasks and projects simultaneously, with a focus on timely and accurate completion of priorities.
Preferred Skills:
Experience in the analysis of clinical, chemical, biological, and/or toxicological data.
Familiar with statistical methods that apply to clinical trial design. Knowledge of CDISC standards (CDASH, SDTM, ADaM, etc)
Ability to drive collaborative efforts cross-functionally and externally.
Excellent attention and accuracy with details. Ability to apply critical thinking and problem-solving skills.
Demonstrated ability to work both independent.
Compensation/Targeted Bonus
Competitive Annual Salary
Targeted Annual Bonus
Relocation assistance available for those who qualify.
Benefit Summary

Our company offers very competitive benefit plans, including:
401(k) plan that offers opportunity to save on pre- and post-tax basis up to 50 percent of eligible compensation. Company matches 100 percent of employee pre-tax/Roth (401k) contributions up to six percent
Comprehensive health- and welfare-benefits package
Eleven paid company holidays annually, plus a generous paid vacation plan based on length of service
Company-paid sick and personal days, funeral leave and jury duty leave
Confidential personal financial counseling service
On-site health clinics and fitness centers
A matching grants program that enables employees to direct and double their donations to qualifying charitable organizations of their choice
Health-care advocacy service
Volunteer service opportunities
Federal credit union membership through Allegacy Federal Credit Union
Extensive training opportunities
Reynolds American Inc. and its affiliated companies is an Equal Opportunity / Affirmative Action Employer.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

Our organization offers a level of challenge, responsibility and creativity for motivated employees that stands apart from the crowd.

We are also committed to employing a diverse workforce and valuing different perspectives, experiences and talents to maximize the company's potential for successfully achieving its business objectives.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Only applicants requiring reasonable accommodation for any part of the application and hiring process should contact us directly via email at TalentAcquisition@RJRT.com.

California Privacy Notice

Nearest Major Market: Salem
Nearest Secondary Market: Winston
Job Segment:
Chemistry, Scientific, Toxicology, Banking, Credit Union, Science, Engineering, Finance",3.2,"Reynolds American
3.2","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
166,Data Scientist,$67K-$109K (Glassdoor est.),"Intro

Why this job?

1. Work on a product people love that solves real problems: Your friends and family can use Notion to take notes, display photos, collect recipes — while Fortune 500 companies use it to run huge teams (and some non-profits use it to conserve wildlife).
2. Help define what data means at Notion: As the first hire working full-time on data at Notion, you'll have outsized influence on what data infrastructure, data analysis, and data team structure look like as we grow the business.
3. Join us at a magical time: We've hit profitability and product-market fit, which gives us a huge green field to work with. You'd join at the perfect time to shape what we build and how we grow.
So, what will you do as a Data Scientist at Notion?
You'll build models to predict things like conversion and likelihood of churn.
You'll build and maintain KPI dashboards that teams rely on for making key decisions.
You'll collaborate with team leads across the business to understand and support their data needs.
You'll build and improve our underlying data infrastructure and tooling. (We currently use DBT, Snowflake, Mode Analytics, Fivetran, Census, Amplitude, Segment, and more).
You might be a fit for this role if...
You've spent meaningful time as a senior data scientist — or even better, you've previously managed a team (there's opportunity to do that here).
You have experience building predictive statistical and machine learning models, and you can build reproducible backtests for proposed models to demonstrate their effectiveness.
You have experience building out data infrastructure which facilitates speed, reliability, and scalability.
You are a SQL expert. You have no problem regularly leveraging window functions, UDFs, self-joins, and other complex SQL functions to accomplish your data analysis goals.
You have a bias for using the right tools to get a job done with maximum efficiency. You are an expert at making tradeoffs between speed and accuracy.
You have strong product sense and user intuition which inform the questions you ask of the data you are analyzing.",5.0,"Notion Labs
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
167,Analytics Consultant,$67K-$109K (Glassdoor est.),"SpringML is seeking an Analytics Consultant to augment our Salesforce delivery practice. You will play a critical role in our client engagements using the Tableau and the Salesforce Analytics Cloud platform (Einstein Analytics, Einstein Discovery, and the Einstein Platform). You will design and implement highly customized solutions for our customers business problems, typically across multiple functions of a customers organization through data integration, visualization, and analysis.

Remote work an option (especially for more experienced candidates) if not located in Indianapolis. Some travel (10-20%) to client locations may be required in the future.

Looking for both entry-level and experienced candidates.

RESPONSIBILITIES
Ability to work as a member of a team assigned to design and implement solutions for our customers.
Data analysis skills to conduct analysis and deliver recommendations to the team and customer.
Dashboard and Dataset development develop dashboards and datasets that meet and exceed customer requirements.
Presentation skills demonstrated ability to simplify complex situations and ideas and distill them into compelling and effective written and oral presentations.
Learn quickly ability to understand and rapidly comprehend new areas, functional and technical, and apply detailed and critical thinking to customer solutions.
QUALIFICATIONS
B.S. or equivalent degree in computer science, statistics, mathematics or other relevant fields.
0-3+ years of experience in business analytics, data science, or consulting in these fields.
1+ year experience with Salesforce or Tableau preferred.
Previous experience using Salesforce Einstein Analytics or Einstein Discovery a plus.
Experience or equivalent coursework using statistics for data analysis with an understanding of, at a minimum, multivariate regression.
Strong understanding of query languages and basic understanding of programming languages; experience with Python, R, Java, or Apex a plus.
ADDITIONAL QUALIFICATIONS (EXPERIENCED CANDIDATES)
3-5+ years in above fields.
Ability to architect and scope complex projects.
Ability to lead team members in delivering complex solutions.
Einstein Analytics and Discovery Consultant Certification a major plus.
Salesforce Champions will be given priority.
Powered by JazzHR",4.4,"SpringML
4.4","Indianapolis, IN","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
168,Data Scientist,$67K-$109K (Glassdoor est.),"Company Overview

Imagine if we could match patients with the treatments that prove the most effective for them . . .
GNS Healthcare applies a powerful form of AI called causal machine learning to predict which treatments and care management programs will work for which patients, improving individual patient outcomes and the health of populations while reducing the total cost of care.

Headquartered in the biotechnology and health IT center of Cambridge, MA, our patented REFS technology is based on recent breakthroughs in causal machine learning and AI that transforms massive quantities of patient data into computer models of disease at molecular, patient, and health system levels. These computer models power up solutions, products, and services that health plans, biopharmaceutical companies, health systems, and patient foundations utilize to slow disease progression, reduce adverse events and hospitalization, and improve therapeutic effectiveness. Our platforms and solutions have been validated across more than 45 diseases including oncology, cardiovascular and metabolic disease, autoimmune diseases, neurology, etc. and have appeared in over 50 peer-reviewed publications.

Position Summary

The Data Scientist will join a dynamic team responsible for start-to-finish work on the analysis and interpretation of real-world datasets using GNSs powerful cloud-based analytics platform. We are looking for someone who thrives working in a fast-paced, exciting, and collaborative environment in one of the most cutting-edge industries where big data analytics meets healthcare. You will help manage real world data, as well as create and interpret data-frames for modeling and analysis. You will collaborate with our research scientists to carry out analysis projects using our proprietary, supercomputer-powered Bayesian network modeling and simulation platform, and will synthesize these results into meaningful reports for clients and product development.

Responsibilities
Collaborate with internal research teams and clients to evaluate study design, define research questions, design data frames, write statistical analysis plans/study protocols, conduct analyses, and participate in the full research process, including client presentation and publication
Communicate highly technical results and methods clearly to clients, discuss how to incorporate information into their processes, and achieve high client satisfaction
Troubleshoot with clients and internal stakeholders to refine and optimize models
Provide scientific communications to peer-reviewed journals and publications
Develop data frames of high complexity while adhering to a project-based timeline
Perform data manipulations and develop algorithms on multi-data sets that create the analytic files necessary to support analyses.
Consult on how to use data to perform predictive and causal modeling using both proprietary and off-the-shelf tools.
Qualifications

Minimum Qualifications: (Title commensurate with experience)
Relevant Bachelors Degree
Experience working with biomedical data/ population health data, EHR or claims data
Demonstrated experience working with programming languages R and SQL
Strong written and verbal communication; an ability to communicate technical material to non-technical audiences simply and clearly and collaborate well on a team
Strong drive for problem solving, especially around data frame construction and interpretation
Preferred Qualifications:
Masters Degree in a quantitative discipline or equivalent practical experience
Demonstrated experience working with advanced ML techniques, probability theory, Bayesian analysis, or causal inference methods
Experience working with large, complex, or unstructured data requiring post-processing to use effectively
Familiarity with the UNIX and cluster computing environment
Company Culture

Our philosophy at GNS is simple: we cannot transform healthcare with anything less than an all-star team. We are seeking smart, driven people who are experts in their field, have a track record of success and a passion for creating change. We believe that strong teams supercharge the performance of individuals, create a fun and dynamic workplace and great results for our clients and the people they serve.

We are passionate about our work and believe in the ability of our technology to change the world. Our core values of integrity, collaboration, value, diversity, and game-changing guide our behaviors with each other and our clients.

GNS offers competitive salaries, stock options, unlimited vacation, health, dental and vision insurance, life insurance, long-term disability, 401(k), generous parental leave, tuition reimbursement, professional development, subsidized parking and gym membership, tasty food, volunteering opportunities, social gatherings, and more.

Equal Employment Opportunity

GNS Healthcare provides equal employment opportunities to all employees and applicants for employment without regard to race, color, national origin, religion, sexual orientation, gender, gender identity or expression, age, veteran status, disability, pregnancy or conditions related to pregnancy, or genetics. In addition to federal law requirements, GNS Healthcare complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities.

Powered by JazzHR",2.9,"GNS Healthcare
2.9","Cambridge, MA","Cambridge, MA",51 to 200 employees,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1
169,Data Scientist,$67K-$109K (Glassdoor est.),"Data Scientist
Affinity Solutions / Marketing Cloud seeks smart, curious, technically savvy candidates to join our cutting-edge data science team. We hire the best and brightest and give them the opportunity to work on industry-leading technologies.
The data sciences team at AFS/Marketing Cloud build models, machine learning algorithms that power all our ad-tech/mar-tech products at scale, develop methodology and tools to precisely and effectively measure market campaign effects, and research in-house and public data sources for consumer spend behavior insights. In this role, you'll have the opportunity to come up with new ideas and solutions that will lead to improvement of our ability to target the right audience, derive insights and provide better measurement methodology for marketing campaigns. You'll access our core data asset and machine learning infrastructure to power your ideas.
Duties and Responsibilities
· Support all clients model building needs, including maintaining and improving current modeling/scoring methodology and processes,
· Provide innovative solutions to customized modeling/scoring/targeting with appropriate ML/statistical tools,
· Provide analytical/statistical support such as marketing test design, projection, campaign measurement, market insights to clients and stakeholders.
· Mine large consumer datasets in the cloud environment to support ad hoc business and statistical analysis,
· Develop and Improve automation capabilities to enable customized delivery of the analytical products to clients,
· Communicate the methodologies and the results to the management, clients and none technical stakeholders.
Basic Qualifications
· Advanced degree in Statistics/Mathematics/Computer Science/Economics or other fields that requires advanced training in data analytics.
· Being able to apply basic statistical/ML concepts and reasoning to address and solve business problems such as targeting, test design, KPI projection and performance measurement.
· Entrepreneurial, highly self-motivated, collaborative, keen attention to detail, willingness and capable learn quickly, and ability to effectively prioritize and execute tasks in a high pressure environment.
· Being flexible to accept different task assignments and able to work on a tight time schedule.
· Excellent command of one or more programming languages; preferably Python, SAS or R
· Familiar with one of the database technologies such as PostgreSQL, MySQL, can write basic SQL queries
· Great communication skills (verbal, written and presentation)
Preferred Qualifications
· Experience or exposure to large consumer and/or demographic data sets.
· Familiarity with data manipulation and cleaning routines and techniques.",2.9,"Affinity Solutions
2.9","New York, NY","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee"
170,Staff Data Scientist,$67K-$109K (Glassdoor est.),Intuit is hiring a Senior Data scientist to focus on our Consumer Group. We are looking for exceptional talent that can drive customer benefit for our personal finance offerings.,4.5,"Intuit - Data
4.5","San Diego, CA","Mountain View, CA",5001 to 10000 employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Square, PayPal, H&R Block"
171,"Scientist, Immunology",$67K-$109K (Glassdoor est.),"Position: Sr Scientist/Scientist, Immunology: RNA-based vaccine development

GreenLight Biosciences is seeking an exceptional and highly motivated Scientist to help advance the company’s vaccine mRNA platform technology. A deep background in immunology and vaccinology is required. Strong organizational, problem-solving, and communication skills are essential, as is the ability to work in a fast-paced R&D environment.

Key Responsibilities

• Help to build the brand-new research site by setting up lab space and research capabilities

• Help to create an entrepreneurial and creative culture that will deliver transformational vaccines to patients

• Be able to design, execute, and interpreted results from animal study models for vaccine candidate selection and further characterization for clinical development.

• Managed external research providers, mainly preclinical CROs and academic partners for preclinical studies, review, and report results.

Design and execute methods for identification and selection of therapeutic antibodies

• Work closely with research associates and other scientists to advance projects as the technical leader, delivering quality and speed

• Lead vaccine early discovery programs, managing timeline and communicating plans and progress to cross-functional scientific teams

• Perform independent data analysis and electronic notebook record keeping

• Support the creation and expansion of the company’s intellectual property

Qualifications

• Ph.D. in Vaccinology, Immunology, or relevant field with three years of relevant academic or industrial experience.

• Demonstrated experience establishingin-vivo models for vaccine evaluation is required

• Strong expertise developing immunological assays to evaluate antigen responses (cellular and antibody-mediated) is required.

• Strong understanding of infectious disease immunology.

• System biology methods.

• Strong organization, communication, and interpersonal skills are required, with the ability to work both independently and in a collaborative work environment.",3.9,"Greenlight Biosciences
3.9","Medford, MA","Medford, MA",51 to 200 employees,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),-1
172,Data Scientist,$67K-$109K (Glassdoor est.),"About Us


Interested in working for a human-centered technology company that prides itself on using modern tools and technologies? Want to be surrounded by intensely curious and innovative thinkers?

Seeking to solve complex technical challenges by building products that work for people, meet and exceed the needs of businesses, and work elegantly and efficiently?

Modeling ourselves after the 1904 World's Fair, which brought innovation to the region, 1904labs is seeking top technical talent in St. Louis to bring innovation and creativity to our clients.

Our clients consist of Fortune 500 and Global 2000 companies headquartered here in St. Louis. We partner with them on complex projects that range from reimagining and refactoring their existing applications, to helping to envision and build new applications or data streams to operationalize their existing data. Working in a team-based labs model, using our own flavor of #HCDAgile, we strive to work at the cutting edge of technology's capabilities while solving problems for our clients and their users.

The Role


As a Data Scientist with 1904labs, you will be working with other data scientists, data engineers, and developers to provide analytical services to clients. You will leverage the clients' data assets to answer business questions using best practices and innovative approaches. This will mean employing various data science tools (Python, apache spark, TensorFlow) and techniques (dimensionality reduction, unsupervised learning, supervised learning) to create and test machine learning algorithms. Once tested and verified you will work with development teams to implement the algorithm as a scalable, hosted service.

We're looking for an experienced and creative data scientist who can conceptualize a project from start to finish, identifying the appropriate data and methodologies to use. Our Data Scientists work with open-source machine learning packages and libraries, so this position involves building custom ML/AI utilities from open-source resources in languages such as Python (preferred) and R. In this role, you will own and share technical solutions with both technical and non-technical stakeholders across multiple teams both internally and with external clients.

Responsibilities
Perform data analysis to understand the right combinations of data to meet outlined objectives
Translate client queries into actionable data pulls and help translate outputs into client strategies
Build and evaluate predictive modeling & machine learning utilities to produce meaningful outcomes that enable data-led decisions
Translate analysis results into actionable insights
Present insights to both technical and non-technical audiences
Partner with internal data scientists, developers, and tech teams to develop new methodologies and utilities
Work with development teams to implement data science algorithms as scalable, hosted services
Your Skills
Requirements
Background in math including linear algebra, statistics, probability, and numerical analysis.
Machine Learning Analysis: Must be able to execute, evaluate, and apply various models such as logistic regression, random forests/decision tree, nearest neighbor, neural net, support vector machine, an ensemble of multiple models, etc
Programming: Proficient coding in a language suited for machine learning systems such as Python or R (not reliant on GUI-based systems to execute analysis) for the purpose of cleaning, manipulating, visualizing, and analyzing data
Desired Skills
Experience with software engineering and developing deployable API services
Must be adaptable and have the drive to learn new technologies and frameworks to support developing client solutions
Using browser based interactive computational environments (like Jupyter Notebook) to perform analysis activities and test / evaluate data models and algorithms.
Tools: Spark, Pandas, SciKit-Learn, TensorFlow, Keras, SQL
Communication: Must be able to explain analysis process and translate results into actionable insights for both technical and non-technical audiences
Teamwork: Must be accountable for individual responsibilities while working collaboratively with development and engineering teams to achieve project deliverables
Comfort in an agile development environment (eg. writing stories, participating in workshops, sprint planning and retros)
Perks
Benefits Program (medical, dental, life insurance, 401(k), professional and personal development, PTO)
Innovation Time - we allow 10% of your time to be devoted to innovation hours. This time can be used to foster individual ideas, personal projects, start up ideas, improve an open source tool or for career advancement and self-education. All during traditional working hours.
Dress Code - we don't have one
These roles are located in St. Louis, MO. While we would prefer local candidates your location is not the most important factor; please help us understand why you would like to call St. Louis home if you would be relocating.

]]>",4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions"
173,Data Analyst,$67K-$109K (Glassdoor est.),"What are we looking for in a Data Analyst?

As a member of the Information Services department, the Data Analyst supports Comprehensive?s technology and business initiatives by coordinating the collection, storage, and utilization of essential data. This position will work closely with leadership and other staff to determine data needs for specific projects or ad hoc requests, and then gather, interpret, and present the information to the team. The work of the Data Analyst will impact day-to-day clinic operations as well as business decisions, so a high degree of accuracy, thoroughness, and timeliness are essential. Previous experience performing data analytics in the healthcare field is required.

Data Analyst duties may include:
integrating data from internal & external sources and performing extract, transform, and load operations to data in various applications
analyzing data to identify and interpret patterns or trends in data sets
performing data audits to identify problem areas & implementing strategies to optimize data integrity and process improvements
assisting with the design & implementation of database warehouse structure and developing standards for the design of data elements
supporting the implementation, testing, and validation of data & software systems
assisting with ongoing data architecture processes & governance
providing Tier II technical support to employees
documenting all work as necessary
Education & Experience: Bachelor's degree in computer science or a related field and three years of related data analysis experience in a healthcare setting.

Other Requirements: Driver's License, Vehicle Liability Insurance",2.6,"Comprehensive Healthcare
2.6","Yakima, WA","Yakima, WA",501 to 1000 employees,1971,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
174,Data Scientist,$67K-$109K (Glassdoor est.),"Our Mission
We’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. We're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.

Backed by impressive funding, we're poised to re-engineer a trillion-dollar category, and that’s just the beginning. We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution, and other things we haven’t even dreamt up yet. We're out to change behavior and promote mindful living at a societal level. But the key to us being successful in our mission isn’t just about nailing the technology—it’s about hiring the talented people who can help us make a quantifiable impact in the world. We’re growing our world-class team. And that’s where you come in.

The data science team builds the data-driven features of the company.
Requirements for all data scientists
Demonstrable expertise building and supporting machine learning models deployed to production
Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)
Experience using Jupyter notebooks
Experience working with large or fast moving data sets
Qualified for one of the the specializations below
Specialization: Machine Learning
Scikit-learn expert: This means you have rolled your own transformers and estimators, which you chained together in a pipeline and found optimal hyperparameters via a randomized grid search (or some other method).
Pandas and Numpy expert: You have used pandas enough to run into its rough parts. Very likely you read Wes’ book. You are fluent with Numpy and array oriented programming in general.
Modern techniques: You are deeply familiar with different validation pitfalls, understand how to effectively ensemble several models, and have experimented with different hyperparameter optimization methods.
Modern data: You have built models using unstructured data such as text or images. You have built time series models using econometric approaches as well as machine learning approaches. Deep algorithmic understanding: You know all the nitty-gritty details of your favorite machine learning algorithms.
Specialization: Marketing
Statistical rigor: You should have a solid foundation of the statistics behind standard statistical design methods such as A/B testing and multivariate testing. For example, you should know how to deal with clustering and should be able to determine the standard errors of different statistics through simulation.
Multi-armed bandit models: You know how to implement the technique and how to write a good cost function.
Modern techniques: You can build a model that powers an app that serves a unique arrangement of diverse components to each user such that the specific components served were chosen to maximize the specific user’s probability of selecting a call to action (i.e. using machine learning to identify complex heterogenous treatment effects).
War stories: You must be able to talk about times you ran experiments in a complex environment and what you learned from the effort
Specific experience in marketing optimization is a plus.
Specialization: Insurance
Industry experience: You have solid P&C experience and have had a significant role in building either pricing or underwriting models.
Insurance algorithms: Regulators love GLMs. You must be an expert in GLMs.
Modern tools: Maybe you used SAS in the past, but know you should be comfortable building models with Python.
More details
Salary: We invest in first-rate people and pay top-of-market salaries for most positions, factoring in experience, talent and location. We do not offer equity.
Benefits: Medical, dental, vision, 401(k), wellness reimbursement, four weeks of vacation + six weeks of parental leave, and great work-life balance. Our office building offers on-site shower and bike stalls, and panoramic views of San Francisco.
Location: Due to COVID-19 our teams are all working remotely through 2020. We provide an in-home office set-up including laptop, monitor, ergonomic desk, chair and other items as needed
Location: Post COVID-19: San Francisco, CA near Montgomery Bart Station
To apply for this role, you must complete a simple tech challenge based on the specialization you choose. Each specialization has a unique coding exercise.

Machine Learning simple tech challenge
Marketing simple tech challenge
Insurance simple tech challenge

All are welcome at Blue Owl. We are an equal opportunity and affirmative action employer who values diversity and inclusion and looks for applicants who understand, embrace and thrive in a multicultural world. We do not discriminate on the basis of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

If you are a San Francisco resident, please read the City and County of San Francisco's Fair Chance Ordinance notice.
https://sfgov.org/olse/sites/default/files/FCO%20poster2020.pdf",4.5,"Blue Owl
4.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
175,Sr. Tech Svc Scientist (I),$67K-$109K (Glassdoor est.),"Job Description


Company Description

Since time began, the earth’s been a generous contributor to people’s well-being. We haven’t been around quite that long, but The Nature’s Bounty Co. has been enriching lives of consumers around the world for more than 70 years. And before we even got started, the world was developing our motivation: Nature’s bountiful effects on people’s health.

Through our years, we’ve been a leader in health and wellness with our innovative products and solutions. We put science and the highest quality standards at the heart of our business—that’s why The Nature’s Bounty Co. brands are some of the most trusted in the world. We’re a leading global manufacturer, marketer, distributor and retailer of vitamins, nutritional supplements, sports & active nutrition, and ethical beauty products.

We’re also a great place to work, with excellent benefits, competitive compensation and a progressive, healthy company culture. If you’ve ever spent your workdays watching the clock, you know how important a positive work environment is for a person’s well-being. The Nature’s Bounty Co. is committed to supporting wellness in all its forms. And when it comes to wellness, nature is a pretty good place to start.

Job Description

The Nature's Bounty Co.'s Technical Services Team is currently recruiting for a Sr. Scientist to support soft gel formulation and technology initiatives. This role will report to a Manager, Technical Services and will be based at our facility in Prescott, AZ. This is an exciting opportunity for candidates that are in a Process Development role supporting softgels and/or liquids manufacturing.

The Senior Technical Services Scientist will work closely with multi-functional teams to help improve current products, address manufacturing issues, evaluate new technologies and/or ingredients, seek cost savings and maintain networks of external partners. Project goals are accomplished with the supervision of the support Supply Chain technicians and scientists. This role will require approximately 25% travel to our facilities throughout the United States.

Additional responsibilities include, but are not limited to:
Gather and analyze data on processes to determine recommendations for improvement; generate conceptual equipment designs, process flows, productivity models
Create standard operating procedures, user requirement specifications, basis of design, qualification documents, and work flows
Provide project status and update reports to management and customers to ensure visibility; maintain project plans and other project documentation in an organized and secure fashion; conduct toll gate meetings with management in response to major scope changes to a project, or prior to major milestones being met
Inform management in a timely manner of risks to product revenue generation; review the revenue forecast and work with Finance to ensure the forecast for all billed items are accurate and up to date
Leading and managing projects for the introduction of new products, equipment and processes to meet all safety, quality, regulatory and operational requirements.
Process mapping, gap analysis/identification for new and existing pharmaceutical manufacturing processes.
Process development (as part of technical transfer), troubleshooting and optimization.
Executing process and equipment trials and verifications.
Leading cross functional teams as part of project planning and deployment including collaboration with supporting departments such as Production/Operations, Quality, Safety, Regulatory Affairs, Facilities and Engineering, Supply Chain and Finance, Project scoping and gap analysis.
Assist with equipment specification/design/procurement/installation and validation.
Optimization of existing processes to achieve product output targets.
Coordinating changes using the approved change control procedure to ensure that cGMP is adhered to.
Generation, review and approval of project documentation (Scope, User Requirement Specifications etc), trial reports and Standard Operating Procedures.
Provide technical support to troubleshooting technical issues and assisting with process investigations.
Involvement in Continuous Improvement activities including but not limited TPM and six-sigma.
To facilitate and participate in meetings and workshops as part of Project and Continuous Improvement activities.
Develop user materials (e.g. SOPs + training aids) and provide training on equipment/process functionality.
Perform technical review of updates to Standard Operating Procedures (SOPs) related to the equipment/process.

Job Requirements
Bachelors in Engineering or physical sciences, including, but not limited to: Chemistry, Biology, Chemical, Mechanical, Electrical, or Civil Engineering, or Pharmacy
At least 5 years of relevant work experience preferable in solid dose manufacturing (softgels, tablets, 2-piece capsules, granulation, coating)
Working knowledge of project management principles and concepts in a cGMP environment; at least 2 years of project management experience or other experience that demonstrates successful team leadership and project completion
PC skills, including proficiency with Microsoft project and standard tools in project management; proficiency in CAD software, Autocad, Solidworks, etc
Good project management skills.
Ability to communicate and collaborate with external partners and scientific experts.
Ability to lift approximately 40 pounds.
The Nature's Bounty Co. is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

The Nature's Bounty Co. offers a competitive salary and a comprehensive benefits package, which includes health and dental plans, voluntary short-term and long-term disability, life insurance, flexible spending accounts, 401(k), tuition reimbursement, generous associate discounts and more!

Please contact Human Resources at 631-244-2120 if you should need a reasonable accommodation to submit your information for our online job postings.

Ref # POS000004705",2.7,"The Nature's Bounty Co.
2.7","Prescott, AZ","Ronkonkoma, NY",1001 to 5000 employees,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Perrigo, GNC (PA), Schiff Nutrition International"
